fold,cluster,saliency
5,129,23.222253035753965
5,70,22.477294399403036
5,111,22.46722054295242
5,185,22.36135350354016
5,37,21.79211991187185
5,171,11.378584686666727
5,15,11.291639437898993
5,1,10.771212695166469
5,199,10.153074713423848
5,146,9.306246196851134
5,7,8.979426642879844
5,92,7.555275386199355
5,127,7.199267262592912
5,76,6.359213057905436
5,18,5.9922734927386045
5,184,5.7965900413692
5,40,5.560013961046934
5,29,5.259459455497563
5,93,4.8463506903499365
5,75,4.7342035211622715
5,153,4.6451779790222645
5,39,4.485820250585675
5,126,4.2265760116279125
5,176,4.131008073687553
5,133,3.940761048346758
5,149,3.8279319126158953
5,55,3.7958773858845234
5,96,3.6500290501862764
5,68,3.4599791541695595
5,161,3.4231500439345837
5,116,3.3094275891780853
5,83,3.303294353187084
5,89,3.2420309968292713
5,193,3.2155255246907473
5,50,3.0170064829289913
5,63,3.0003833547234535
5,48,2.97658827342093
5,163,2.906408372335136
5,107,2.6685466580092907
5,67,2.612861417233944
5,113,2.5945659913122654
5,72,2.529663996770978
5,21,2.4683711156249046
5,52,2.3723815828561783
5,20,2.2682981304824352
5,105,2.224249556660652
5,181,2.141363078728318
5,99,2.02027940005064
5,87,2.000497056171298
5,135,1.9765256196260452
5,27,1.942630397155881
5,3,1.858459748327732
5,56,1.781928937882185
5,38,1.774738760665059
5,189,1.7544801943004131
5,91,1.734575990587473
5,190,1.6918371841311455
5,154,1.674720536917448
5,30,1.6346084848046303
5,164,1.6249118521809578
5,118,1.5172109343111515
5,49,1.508074689656496
5,25,1.4107280895113945
5,145,1.362705621868372
5,177,1.2838114649057388
5,51,1.2318949066102505
5,103,1.2151559311896563
5,134,1.190016508102417
5,128,1.1747526871040463
5,59,1.0734115913510323
5,110,1.066877193748951
5,16,1.0488752871751785
5,61,1.0445014890283346
5,120,1.0438688024878502
5,194,1.020594596862793
5,156,1.0157546252012253
5,182,1.0026928894221783
5,100,0.9756065793335438
5,188,0.9510275945067406
5,45,0.9220738746225834
5,8,0.8607338666915894
5,6,0.8061287589371204
5,131,0.7681904844939709
5,132,0.752504326403141
5,155,0.7443449422717094
5,109,0.744239280000329
5,85,0.7256898954510689
5,200,0.7230115868151188
5,196,0.7196297906339169
5,179,0.6990551762282848
5,197,0.6923658698797226
5,166,0.6783174462616444
5,139,0.6712761409580708
5,168,0.6693371944129467
5,36,0.648773143067956
5,73,0.6451361887156963
5,10,0.6388382352888584
5,34,0.5960795888677239
5,102,0.5753203593194485
5,60,0.559958204627037
5,11,0.5460351053625345
5,79,0.5362133346498013
5,90,0.5276984870433807
5,104,0.5190709307789803
5,137,0.4956385437399149
5,47,0.48529517091810703
5,28,0.4845498166978359
5,121,0.4822001028805971
5,65,0.47698741406202316
5,195,0.4613405615091324
5,152,0.4338383376598358
5,141,0.42823984287679195
5,31,0.42794905602931976
5,142,0.42578280717134476
5,101,0.4231853727251291
5,183,0.4140174128115177
5,58,0.4054785445332527
5,24,0.40494367480278015
5,42,0.39594584703445435
5,54,0.3846152890473604
5,74,0.37563809752464294
5,64,0.3697596974670887
5,159,0.36831398494541645
5,175,0.3645905554294586
5,17,0.34943515434861183
5,23,0.34826794639229774
5,108,0.33221983909606934
5,80,0.32593442499637604
5,98,0.3168324902653694
5,69,0.29863824136555195
5,57,0.26529695093631744
5,117,0.2502679470926523
5,144,0.2501964792609215
5,187,0.24562978744506836
5,169,0.24337872490286827
5,13,0.23499899730086327
5,170,0.23275916278362274
5,112,0.22416510432958603
5,173,0.20149755477905273
5,165,0.197187265381217
5,78,0.1945752426981926
5,160,0.19201937317848206
5,122,0.1893327459692955
5,192,0.1881517767906189
5,71,0.18525642156600952
5,12,0.18074076808989048
5,123,0.16292184591293335
5,26,0.1600273698568344
5,148,0.1564949005842209
5,77,0.15232479199767113
5,33,0.15032538957893848
5,180,0.14987723529338837
5,44,0.13696593046188354
5,119,0.12280505523085594
5,41,0.12179668247699738
5,136,0.12120387703180313
5,46,0.11315485090017319
5,14,0.11281606182456017
5,150,0.11274777352809906
5,140,0.09820954874157906
5,157,0.07603193819522858
5,125,0.07215633988380432
5,138,0.06934970617294312
5,53,0.0669880360364914
5,5,0.05173226073384285
5,162,0.043890874832868576
5,186,0.041431501507759094
5,95,0.040196824818849564
5,97,0.032394420355558395
5,32,0.029139764606952667
